game_episode,event_count,duration_seconds,game_count,period_min,period_max
126283_70,8,9.532000000000153,1,2,2
126283_72,28,59.07800000000043,1,2,2
126283_73,66,137.4159999999997,1,2,2
126283_74,20,38.63299999999981,1,2,2
126283_76,12,12.033000000000357,1,2,2
126283_77,28,53.10999999999967,1,2,2
126283_78,37,53.003999999999905,1,2,2
126283_8,68,134.03300000000002,1,1,1
126283_80,5,4.225000000000364,1,2,2
126283_81,45,107.03300000000036,1,2,2
126283_9,16,20.33299999999997,1,1,1
126284_1,17,37.967,1,1,1
126284_10,27,67.36700000000008,1,1,1
126284_11,100,197.0,1,1,1
126284_12,6,12.66700000000003,1,1,1
126284_13,13,24.800000000000068,1,1,1
126284_14,36,59.06700000000001,1,1,1
126284_15,43,78.06700000000001,1,1,1
126284_16,25,37.634000000000015,1,1,1
126284_17,6,4.2999999999999545,1,1,1
126284_18,4,4.232999999999947,1,1,1
126284_19,17,17.299999999999955,1,1,1
126284_2,10,20.432999999999993,1,1,1
126284_20,39,53.600000000000136,1,1,1
126284_21,3,5.5,1,1,1
126284_22,34,63.166999999999916,1,1,1
126284_24,36,116.23400000000015,1,1,1
126284_25,14,10.5,1,1,1
126284_26,8,15.300000000000182,1,1,1
126284_27,65,112.5,1,1,1
126284_28,101,184.53300000000013,1,1,1
126284_3,7,12.734000000000009,1,1,1
126284_30,8,11.133000000000266,1,1,1
126284_31,10,14.833000000000084,1,1,1
126284_33,33,62.59999999999991,1,1,1
126284_34,42,97.56700000000001,1,1,1
126284_35,33,58.23400000000038,1,1,1
126284_36,5,6.23299999999972,1,1,1
126284_38,46,82.09999999999991,1,1,1
126284_39,19,29.398999999999887,1,1,1
126284_4,44,67.5,1,1,1
126284_42,5,7.199999999999818,1,1,1
126284_43,48,78.76600000000008,1,2,2
126284_45,54,106.63099999999989,1,2,2
126284_46,4,8.166000000000167,1,2,2
126284_47,4,8.699999999999818,1,2,2
126284_48,19,31.067000000000007,1,2,2
126284_49,115,357.634,1,2,2
126284_5,56,92.19999999999999,1,1,1
126284_50,72,143.5500000000003,1,2,2
126284_52,33,56.06700000000001,1,2,2
126284_53,9,10.30000000000041,1,2,2
126284_54,16,19.166999999999916,1,2,2
126284_55,4,6.0,1,2,2
126284_57,52,103.19999999999959,1,2,2
126284_58,7,7.467000000000098,1,2,2
126284_6,27,50.69999999999999,1,1,1
126284_61,14,25.966999999999416,1,2,2
126284_62,14,11.833000000000311,1,2,2
126284_63,35,59.46600000000035,1,2,2
126284_64,8,10.333000000000538,1,2,2
126284_65,8,5.7000000000000455,1,2,2
126284_66,6,8.747999999999593,1,2,2
126284_67,13,14.934000000000196,1,2,2
126284_68,18,16.86700000000019,1,2,2
126284_69,23,45.86699999999996,1,2,2
126284_72,7,9.5,1,2,2
126284_73,8,7.1340000000000146,1,2,2
126284_74,18,23.66599999999994,1,2,2
126284_75,37,79.23400000000083,1,2,2
126284_76,10,14.900000000000546,1,2,2
126284_77,29,65.5,1,2,2
126284_78,32,64.26599999999962,1,2,2
126284_80,10,26.800000000000182,1,2,2
126284_81,15,22.414999999999964,1,2,2
126284_82,33,52.5,1,2,2
126284_83,2,3.8000000000006366,1,2,2
126284_85,5,4.567000000000462,1,2,2
126284_86,17,21.100000000000364,1,2,2
126284_88,15,19.599999999999454,1,2,2
126284_89,2,1.7330000000001746,1,2,2
126284_9,16,25.399999999999977,1,1,1
126284_90,32,47.87299999999959,1,2,2
126284_92,9,8.976999999999862,1,2,2
126284_93,38,61.79999999999927,1,2,2
126284_94,14,15.5,1,2,2
126285_1,27,51.666000000000004,1,1,1
126285_100,33,51.03399999999965,1,2,2
126285_101,6,6.167000000000371,1,2,2
126285_103,22,26.666000000000167,1,2,2
126285_11,3,5.833000000000084,1,1,1
126285_12,7,9.765999999999963,1,1,1
126285_13,17,37.60000000000002,1,1,1
126285_14,22,27.0,1,1,1
126285_15,22,32.26699999999994,1,1,1
126285_16,21,31.799999999999955,1,1,1
126285_17,70,119.89999999999998,1,1,1
126285_18,22,31.199999999999818,1,1,1
126285_19,25,51.0,1,1,1
126285_2,33,61.43299999999999,1,1,1
126285_21,30,45.80000000000018,1,1,1
126285_22,70,133.83300000000008,1,1,1
126285_24,15,17.40000000000009,1,1,1
126285_25,2,1.7000000000000455,1,1,1
126285_26,22,45.365999999999985,1,1,1
126285_27,9,12.465999999999894,1,1,1
126285_28,9,6.166999999999916,1,1,1
126285_3,6,9.299999999999983,1,1,1
126285_30,5,10.599999999999909,1,1,1
126285_31,59,103.20000000000027,1,1,1
126285_32,18,27.865999999999985,1,1,1
126285_33,8,16.26700000000028,1,1,1
126285_35,7,12.5,1,1,1
126285_36,20,28.59999999999991,1,1,1
126285_37,10,12.899999999999636,1,1,1
126285_38,12,20.166999999999916,1,1,1
126285_40,40,82.83300000000008,1,1,1
126285_42,2,3.832999999999629,1,1,1
126285_43,6,14.0,1,1,1
126285_44,20,31.233000000000175,1,1,1
126285_45,9,8.032999999999902,1,1,1
126285_46,19,25.59999999999991,1,1,1
126285_47,5,4.5659999999998035,1,1,1
126285_49,21,26.733000000000175,1,1,1
126285_5,56,126.733,1,1,1
126285_51,7,11.666999999999916,1,2,2
126285_52,10,17.266999999999825,1,2,2
126285_53,47,84.4670000000001,1,2,2
126285_54,30,42.266999999999825,1,2,2
126285_55,9,25.700000000000273,1,2,2
126285_56,6,2.4669999999996435,1,2,2
126285_57,22,24.534000000000106,1,2,2
126285_58,100,183.8670000000002,1,2,2
126285_59,11,15.900000000000091,1,2,2
126285_6,21,41.93299999999999,1,1,1
126285_60,11,25.865999999999985,1,2,2
126285_61,24,41.66599999999971,1,2,2
126285_62,10,16.699999999999818,1,2,2
126285_63,2,1.6669999999999163,1,2,2
126285_64,16,25.299999999999727,1,2,2
126285_65,40,64.0329999999999,1,2,2
126285_66,3,2.5339999999996508,1,2,2
126285_67,19,32.96600000000001,1,2,2
126285_68,2,2.133000000000038,1,2,2
126285_69,32,56.69999999999993,1,2,2
126285_7,8,13.967000000000041,1,1,1
126285_70,19,29.233000000000402,1,2,2
126285_71,4,8.366999999999734,1,2,2
126285_72,121,345.7999999999997,1,2,2
126285_73,31,57.0,1,2,2
126285_74,9,12.932999999999993,1,2,2
126285_75,3,7.432999999999993,1,2,2
126285_77,38,51.899999999999636,1,2,2
126285_79,7,11.067000000000007,1,2,2
126285_8,7,12.199999999999989,1,1,1
126285_80,5,3.7000000000000455,1,2,2
126285_82,29,58.0,1,2,2
126285_83,15,26.166000000000167,1,2,2
126285_84,2,1.300000000000182,1,2,2
126285_86,22,39.03300000000036,1,2,2
126285_87,19,27.966999999999643,1,2,2
126285_88,3,3.100000000000364,1,2,2
126285_89,24,28.267000000000735,1,2,2
126285_9,12,24.798999999999978,1,1,1
126285_90,36,65.46700000000101,1,2,2
126285_91,20,36.733000000000175,1,2,2
126285_92,5,3.100000000000364,1,2,2
126285_93,17,36.100000000000364,1,2,2
126285_94,16,21.432999999999993,1,2,2
126285_95,43,75.63400000000047,1,2,2
126285_96,2,2.834000000001197,1,2,2
126285_97,9,11.5,1,2,2
126285_98,11,19.067000000000007,1,2,2
126286_1,22,38.425999999999995,1,1,1
126286_10,25,49.250999999999976,1,1,1
126286_11,182,316.54499999999996,1,1,1
126286_12,29,74.73299999999995,1,1,1
126286_13,28,51.23299999999995,1,1,1
126286_14,40,73.23400000000015,1,1,1
126286_15,9,16.057000000000016,1,1,1
126286_17,10,8.832999999999856,1,1,1
126286_18,25,51.200000000000045,1,1,1
126286_19,21,46.5,1,1,1
126286_2,19,42.3,1,1,1
126286_20,39,67.26199999999994,1,1,1
126286_21,11,15.831000000000131,1,1,1
126286_22,4,4.277000000000044,1,1,1
126286_23,7,13.366999999999962,1,1,1
126286_24,2,4.536000000000058,1,1,1
126286_25,5,4.47199999999998,1,1,1
126286_27,3,1.599999999999909,1,1,1
126286_28,8,7.599999999999909,1,1,1
126286_29,34,55.666999999999916,1,1,1
126286_3,49,78.44399999999999,1,1,1
126286_30,22,41.799999999999955,1,1,1
126286_31,18,38.54300000000012,1,1,1
126286_32,4,10.333000000000084,1,1,1
126286_33,141,335.3670000000002,1,1,1
126286_34,45,100.31500000000005,1,1,1
126286_35,28,61.97499999999991,1,1,1
126286_36,10,9.682000000000244,1,1,1
126286_37,35,43.33600000000024,1,1,1
126286_38,48,68.56700000000001,1,2,2
126286_39,7,11.91800000000012,1,2,2
126286_4,11,17.467000000000013,1,1,1
126286_40,26,54.56599999999979,1,2,2
126286_41,17,25.665999999999713,1,2,2
126286_42,25,67.03400000000013,1,2,2
126286_43,9,14.099999999999909,1,2,2
126286_45,12,24.06600000000026,1,2,2
126286_46,5,4.082000000000278,1,2,2
126286_47,4,4.936999999999898,1,2,2
126286_48,16,22.06600000000026,1,2,2
126286_49,5,7.675000000000182,1,2,2
126286_5,10,28.012999999999977,1,1,1
126286_50,7,12.420999999999822,1,2,2
126286_51,18,31.73199999999997,1,2,2
126286_52,39,72.73399999999992,1,2,2
126286_53,30,139.77599999999984,1,2,2
126286_54,7,8.33299999999997,1,2,2
126286_55,12,11.519000000000233,1,2,2
126286_57,19,27.992000000000417,1,2,2
126286_58,98,194.19999999999982,1,2,2
126286_59,6,12.766999999999825,1,2,2
126286_6,19,45.678999999999974,1,1,1
126286_60,60,129.89999999999964,1,2,2
126286_61,21,36.0,1,2,2
126286_62,21,38.634000000000015,1,2,2
126286_63,12,15.567000000000007,1,2,2
126286_64,33,61.80000000000018,1,2,2
126286_65,6,4.699999999999818,1,2,2
126286_66,26,36.70299999999952,1,2,2
126286_67,53,122.78700000000049,1,2,2
126286_68,31,47.149000000000115,1,2,2
126286_69,4,2.518000000000029,1,2,2
126286_7,18,25.432999999999993,1,1,1
126286_70,35,48.625,1,2,2
126286_71,30,61.76700000000119,1,2,2
126286_72,20,38.93299999999999,1,2,2
126286_73,32,43.65800000000036,1,2,2
126286_74,9,14.39599999999973,1,2,2
126286_75,7,7.785000000001219,1,2,2
126286_76,13,22.311999999999898,1,2,2
126286_77,8,16.68600000000015,1,2,2
126286_78,49,198.74199999999882,1,2,2
126286_79,34,45.021999999999935,1,2,2
126286_8,17,33.26600000000002,1,1,1
126286_81,36,56.93299999999999,1,2,2
126286_82,7,11.100000000000819,1,2,2
126286_9,12,14.700000000000045,1,1,1
126287_1,27,31.4,1,1,1
126287_10,4,3.9329999999999927,1,1,1
126287_12,19,21.6339999999999,1,1,1
126287_13,10,9.366999999999962,1,1,1
126287_14,30,60.132999999999925,1,1,1
126287_15,16,23.533999999999992,1,1,1
126287_16,20,49.200000000000045,1,1,1
126287_17,3,1.433999999999969,1,1,1
126287_18,36,50.23299999999995,1,1,1
126287_19,22,46.5329999999999,1,1,1
126287_2,6,10.032999999999987,1,1,1
126287_21,15,25.767000000000053,1,1,1
126287_22,2,1.433999999999969,1,1,1
126287_23,39,65.4659999999999,1,1,1
126287_24,53,87.86599999999999,1,1,1
126287_26,14,30.43399999999997,1,1,1
126287_27,12,13.166000000000167,1,1,1
126287_28,2,1.433999999999969,1,1,1
126287_3,40,77.733,1,1,1
126287_31,8,5.733000000000175,1,1,1
126287_32,64,113.06700000000001,1,1,1
126287_33,28,35.06700000000001,1,1,1
126287_34,29,42.166999999999916,1,1,1
126287_35,26,45.4670000000001,1,1,1
126287_36,92,220.23399999999992,1,1,1
126287_37,17,25.09999999999991,1,1,1
126287_39,14,18.065999999999804,1,1,1
126287_4,27,65.0,1,1,1
126287_40,19,18.865999999999985,1,1,1
126287_41,9,13.0,1,1,1
126287_43,10,11.800000000000182,1,1,1
126287_44,44,75.76600000000008,1,1,1
126287_46,3,1.8659999999999854,1,1,1
126287_47,29,47.0329999999999,1,2,2
126287_48,2,1.599999999999909,1,2,2
126287_49,2,1.6329999999998108,1,2,2
126287_5,6,16.033999999999992,1,1,1
126287_50,100,203.73399999999992,1,2,2
126287_51,8,10.432999999999993,1,2,2
126287_52,40,45.134000000000015,1,2,2
126287_53,3,3.599999999999909,1,2,2
126287_55,33,55.76599999999962,1,2,2
126287_56,26,53.80000000000018,1,2,2
126287_57,7,14.133000000000266,1,2,2
126287_58,24,51.0329999999999,1,2,2
126287_59,9,10.766999999999825,1,2,2
126287_6,59,112.03300000000002,1,1,1
126287_60,40,80.76699999999971,1,2,2
126287_61,7,21.767000000000053,1,2,2
126287_62,83,144.13400000000001,1,2,2
126287_64,3,2.8659999999999854,1,2,2
126287_65,17,24.833000000000084,1,2,2
126287_66,4,5.6670000000005984,1,2,2
126287_69,26,34.46699999999987,1,2,2
126287_70,22,25.400000000000546,1,2,2
126287_71,30,61.66700000000037,1,2,2
126287_72,50,95.00000000000023,1,2,2
126287_73,10,19.232999999999947,1,2,2
126287_74,41,49.865999999999985,1,2,2
126287_75,17,33.53300000000013,1,2,2
126287_76,4,8.166999999999462,1,2,2
126287_77,18,33.7140000000004,1,2,2
126287_78,3,5.0659999999998035,1,2,2
126287_79,13,26.73400000000038,1,2,2
126287_8,25,44.56700000000001,1,1,1
126287_80,5,7.067000000000007,1,2,2
126287_81,33,53.86599999999953,1,2,2
126287_82,52,95.69999999999982,1,2,2
126287_84,5,2.965999999998985,1,2,2
126287_85,72,136.40000000000055,1,2,2
126287_86,2,1.7999999999988177,1,2,2
126287_87,7,5.867000000000189,1,2,2
126287_88,4,3.632999999999811,1,2,2
126287_89,22,40.900000000000546,1,2,2
126287_9,26,50.19999999999993,1,1,1
126287_90,4,11.033000000000357,1,2,2
126287_91,27,41.16600000000017,1,2,2
126287_94,12,21.5,1,2,2
126287_96,11,15.432999999999993,1,2,2
126287_97,8,13.764000000000124,1,2,2
126287_98,11,7.6599999999994,1,2,2
126288_1,15,38.734,1,1,1
126288_10,7,8.067000000000007,1,1,1
126288_100,9,12.932999999999993,1,2,2
126288_101,7,6.4340000000001965,1,2,2
126288_11,5,9.0,1,1,1
126288_12,39,89.10800000000006,1,1,1
126288_14,7,6.433999999999969,1,1,1
126288_15,11,20.172000000000025,1,1,1
126288_16,2,1.1329999999999245,1,1,1
126288_17,6,6.300000000000068,1,1,1
126288_18,5,5.932999999999993,1,1,1
126288_19,9,21.765999999999963,1,1,1
126288_2,38,73.233,1,1,1
126288_20,18,43.26599999999996,1,1,1
126288_21,12,20.266999999999825,1,1,1
126288_23,14,22.200000000000045,1,1,1
126288_24,29,49.333000000000084,1,1,1
126288_25,4,3.5670000000000073,1,1,1
126288_26,155,309.433,1,1,1
126288_28,3,4.765999999999849,1,1,1
126288_29,5,12.233000000000175,1,1,1
126288_3,6,7.0,1,1,1
126288_30,21,26.634000000000015,1,1,1
126288_31,90,173.9000000000001,1,1,1
126288_32,14,27.934000000000196,1,1,1
126288_34,7,6.179999999999836,1,1,1
126288_35,92,206.433,1,1,1
126288_36,9,7.300000000000182,1,1,1
126288_37,20,20.166000000000167,1,1,1
126288_38,5,3.3659999999999854,1,1,1
126288_39,6,9.398000000000138,1,1,1
126288_4,22,37.435,1,1,1
126288_40,3,2.3339999999998327,1,1,1
126288_41,33,37.0,1,1,1
126288_42,11,18.199999999999818,1,1,1
126288_43,11,11.24499999999989,1,1,1
126288_44,21,41.19999999999982,1,1,1
126288_46,6,11.233000000000175,1,1,1
126288_47,34,68.61100000000033,1,2,2
126288_48,2,1.3340000000002874,1,2,2
126288_49,35,68.73300000000019,1,2,2
126288_5,17,23.76600000000002,1,1,1
126288_50,8,7.780999999999949,1,2,2
126288_51,72,140.39999999999964,1,2,2
126288_52,14,14.932999999999993,1,2,2
126288_53,59,81.0,1,2,2
126288_54,27,51.70000000000027,1,2,2
126288_55,9,17.932999999999993,1,2,2
126288_56,11,11.945999999999913,1,2,2
126288_57,17,33.366999999999734,1,2,2
126288_58,16,21.166999999999916,1,2,2
126288_59,12,19.865999999999985,1,2,2
126288_6,2,1.099999999999966,1,1,1
126288_60,10,11.732999999999834,1,2,2
126288_61,8,17.324999999999818,1,2,2
126288_62,7,6.967000000000212,1,2,2
126288_63,5,5.632999999999811,1,2,2
126288_64,21,35.59999999999991,1,2,2
126288_65,58,139.73300000000017,1,2,2
126288_67,24,28.052999999999884,1,2,2
126288_68,13,15.366999999999734,1,2,2
126288_7,23,45.416,1,1,1
126288_70,61,118.40000000000055,1,2,2
126288_71,20,21.600000000000364,1,2,2
126288_72,32,56.597999999999956,1,2,2
126288_74,56,83.53300000000013,1,2,2
126288_76,26,33.56899999999973,1,2,2
126288_78,7,9.646999999999935,1,2,2
126288_8,10,10.366999999999962,1,1,1
126288_80,23,26.23400000000038,1,2,2
126288_81,12,12.466999999999643,1,2,2
126288_82,34,55.33300000000054,1,2,2
126288_84,25,38.099999999999454,1,2,2
126288_85,18,21.458999999999833,1,2,2
126288_87,3,1.6599999999998545,1,2,2
126288_88,21,27.988999999999578,1,2,2
126288_89,6,8.765999999999622,1,2,2
126288_9,36,62.766999999999996,1,1,1
126288_90,7,10.393000000000029,1,2,2
126288_91,12,18.666000000000167,1,2,2
126288_92,13,18.233000000000175,1,2,2
126288_93,41,65.5,1,2,2
126288_95,3,2.4669999999996435,1,2,2
126288_96,3,3.32300000000032,1,2,2
126288_97,4,5.1340000000000146,1,2,2
126288_98,3,1.3999999999996362,1,2,2
126288_99,13,11.332999999999629,1,2,2
126289_1,7,9.266,1,1,1
126289_10,4,4.5,1,1,1
126289_11,8,22.634000000000015,1,1,1
126289_12,16,22.21799999999996,1,1,1
126289_13,20,28.93300000000005,1,1,1
126289_14,37,59.16700000000003,1,1,1
126289_15,21,34.96799999999996,1,1,1
126289_17,3,3.4840000000000373,1,1,1
126289_18,21,32.36699999999996,1,1,1
126289_2,13,18.433,1,1,1
126289_20,96,199.79999999999995,1,1,1
126289_21,49,98.83300000000008,1,1,1
126289_22,62,110.54200000000014,1,1,1
126289_23,8,9.07100000000014,1,1,1
126289_24,2,2.0,1,1,1
126289_25,10,8.999000000000024,1,1,1
126289_26,73,163.56600000000003,1,1,1
126289_27,5,6.798999999999978,1,1,1
126289_28,14,15.736999999999853,1,1,1
126289_29,11,17.298999999999978,1,1,1
126289_3,25,36.366,1,1,1
126289_30,11,10.0,1,1,1
126289_31,21,49.69999999999982,1,1,1
126289_33,9,12.097999999999956,1,1,1
126289_34,30,70.03699999999981,1,1,1
126289_35,9,9.912000000000262,1,1,1
126289_36,5,6.099999999999909,1,1,1
126289_37,63,101.90000000000009,1,1,1
126289_38,35,84.90000000000009,1,1,1
126289_39,52,91.22600000000011,1,1,1
126289_4,8,16.833,1,1,1
126289_40,74,138.75,1,1,1
126289_42,8,14.866999999999734,1,1,1
126289_43,43,80.16599999999971,1,2,2
126289_44,28,34.86699999999976,1,2,2
126289_45,13,28.565999999999804,1,2,2
126289_46,73,167.20000000000027,1,2,2
126289_47,7,13.091999999999643,1,2,2
126289_48,17,30.217999999999847,1,2,2
126289_49,51,106.39999999999964,1,2,2
126289_50,21,26.54800000000023,1,2,2
126289_51,21,26.465999999999894,1,2,2
126289_53,8,9.949999999999818,1,2,2
126289_54,36,68.63400000000001,1,2,2
126289_55,8,7.5,1,2,2
126289_56,32,52.19999999999982,1,2,2
126289_57,19,23.836000000000013,1,2,2
126289_59,12,24.199999999999818,1,2,2
126289_6,6,3.6310000000000002,1,1,1
126289_60,130,260.8000000000002,1,2,2
126289_61,13,25.33299999999963,1,2,2
126289_62,19,22.865999999999985,1,2,2
126289_65,61,122.93299999999999,1,2,2
126289_66,4,10.167000000000371,1,2,2
126289_67,77,159.5,1,2,2
126289_69,14,31.100000000000364,1,2,2
126289_7,31,48.289000000000016,1,1,1
126289_71,5,12.197000000000116,1,2,2
126289_72,21,42.06599999999935,1,2,2
126289_73,6,8.818000000000211,1,2,2
126289_74,60,100.16600000000017,1,2,2
126289_75,13,23.599999999999454,1,2,2
126289_76,28,48.14100000000053,1,2,2
126289_77,6,15.900000000000546,1,2,2
126289_78,21,31.210000000000036,1,2,2
126289_79,25,42.5,1,2,2
126289_8,15,15.932999999999993,1,1,1
126289_80,15,28.58999999999969,1,2,2
126289_81,7,13.36599999999953,1,2,2
126289_82,3,2.681999999999789,1,2,2
126289_83,19,40.29999999999882,1,2,2
126289_9,9,7.099999999999966,1,1,1
126290_1,33,57.766999999999996,1,1,1
126290_10,22,39.466999999999985,1,1,1
126290_11,4,6.100000000000023,1,1,1
126290_12,11,13.433999999999969,1,1,1
126290_13,24,80.46699999999998,1,1,1
126290_14,4,4.766999999999939,1,1,1
126290_15,86,133.66599999999994,1,1,1
126290_16,19,37.26699999999994,1,1,1
126290_17,4,3.900000000000091,1,1,1
126290_18,13,24.366999999999962,1,1,1
126290_19,107,175.26699999999994,1,1,1
126290_2,25,31.299999999999997,1,1,1
126290_20,38,81.93399999999997,1,1,1
126290_21,7,8.732999999999947,1,1,1
126290_22,19,18.299999999999955,1,1,1
126290_23,23,44.399999999999864,1,1,1
126290_24,29,62.67399999999998,1,1,1
126290_25,69,140.13799999999992,1,1,1
126290_26,8,6.567000000000007,1,1,1
126290_28,14,26.315000000000055,1,1,1
126290_29,14,22.767000000000053,1,1,1
126290_3,6,10.774000000000001,1,1,1
126290_30,16,19.865999999999985,1,1,1
126290_31,34,47.64499999999998,1,1,1
126290_32,13,12.799999999999955,1,1,1
126290_33,90,123.03399999999988,1,1,1
126290_34,28,132.4240000000002,1,1,1
126290_35,4,3.0669999999995525,1,1,1
126290_37,6,7.700000000000273,1,1,1
126290_38,34,73.30000000000018,1,1,1
126290_39,19,36.93299999999999,1,1,1
126290_4,51,72.03300000000002,1,1,1
126290_40,39,58.766999999999825,1,1,1
126290_41,8,14.467000000000098,1,1,1
126290_42,20,26.434000000000196,1,1,1
126290_44,6,10.365999999999985,1,1,1
126290_45,17,31.567000000000007,1,2,2
126290_46,2,1.0660000000002512,1,2,2
126290_48,37,74.76699999999981,1,2,2
126290_49,5,7.0340000000001055,1,2,2
126290_5,14,14.466999999999985,1,1,1
126290_50,8,13.299999999999727,1,2,2
126290_51,12,16.199999999999818,1,2,2
126290_52,32,67.45499999999993,1,2,2
126290_53,15,12.734000000000378,1,2,2
126290_54,24,25.233999999999924,1,2,2
126290_55,3,3.900000000000091,1,2,2
126290_56,28,119.90000000000009,1,2,2
126290_57,25,28.266999999999825,1,2,2
126290_58,55,104.3660000000001,1,2,2
126290_59,31,62.43400000000054,1,2,2
126290_6,2,1.1659999999999968,1,1,1
126290_60,19,38.032999999999674,1,2,2
126290_61,88,182.0,1,2,2
126290_62,15,13.133000000000266,1,2,2
126290_64,72,128.83399999999983,1,2,2
126290_65,19,42.766999999999825,1,2,2
126290_66,33,46.03300000000013,1,2,2
126290_67,5,9.30000000000041,1,2,2
126290_68,10,14.799999999999955,1,2,2
126290_69,8,14.166999999999689,1,2,2
126290_7,6,4.867000000000019,1,1,1
126290_71,21,28.299999999999727,1,2,2
126290_72,43,73.70000000000005,1,2,2
126290_73,31,48.400000000000546,1,2,2
126290_74,2,0.9340000000006512,1,2,2
126290_75,17,17.83299999999963,1,2,2
126290_76,7,7.4669999999996435,1,2,2
126290_77,25,50.0,1,2,2
126290_79,13,18.932999999999993,1,2,2
126290_8,3,3.1329999999999814,1,1,1
126290_80,26,39.766999999999825,1,2,2
126290_81,11,18.16699999999946,1,2,2
126290_82,53,92.0,1,2,2
126290_83,3,7.0,1,2,2
126290_84,9,20.13400000000047,1,2,2
126290_85,27,44.80000000000018,1,2,2
126290_87,5,7.399999999999636,1,2,2
126290_9,10,12.399999999999977,1,1,1
126291_1,14,23.467,1,1,1
126291_10,27,45.875999999999976,1,1,1
126291_11,2,3.8659999999999854,1,1,1
126291_12,4,2.9909999999999854,1,1,1
126291_13,31,51.930000000000064,1,1,1
126291_14,20,41.910999999999945,1,1,1
126291_15,22,51.16599999999994,1,1,1
126291_16,13,17.994000000000028,1,1,1
126291_17,7,11.133000000000038,1,1,1
126291_18,3,3.400000000000091,1,1,1
126291_19,14,21.679000000000087,1,1,1
126291_2,105,204.767,1,1,1
126291_20,6,11.833000000000084,1,1,1
126291_21,19,27.906999999999925,1,1,1
126291_22,9,11.81899999999996,1,1,1
126291_23,17,35.687000000000126,1,1,1
126291_24,81,179.433,1,1,1
126291_25,42,93.13400000000001,1,1,1
126291_26,13,24.299999999999955,1,1,1
126291_27,28,46.06700000000001,1,1,1
126291_28,12,27.267000000000053,1,1,1
126291_29,20,30.90000000000009,1,1,1
126291_3,7,8.932999999999993,1,1,1
126291_30,51,109.05899999999997,1,1,1
126291_31,56,97.30000000000018,1,1,1
126291_32,21,49.108000000000175,1,1,1
126291_33,85,190.16800000000012,1,1,1
126291_34,50,112.2539999999999,1,1,1
126291_35,7,18.9079999999999,1,1,1
126291_36,33,55.3479999999995,1,1,1
126291_37,13,12.599999999999909,1,1,1
126291_38,6,10.954999999999927,1,1,1
126291_39,32,61.79100000000017,1,1,1
126291_4,4,4.965999999999951,1,1,1
126291_40,6,11.747000000000298,1,1,1
126291_41,7,12.099999999999909,1,2,2
126291_42,2,0.9110000000000653,1,2,2
126291_43,10,17.139000000000124,1,2,2
126291_44,14,24.217999999999833,1,2,2
126291_45,30,61.84600000000002,1,2,2
126291_46,23,42.21599999999992,1,2,2
