game_id,period_id,episode_id,time_seconds,team_id,player_id,action_id,type_name,result_name,start_x,start_y,end_x,end_y,is_home,game_episode,result_filled,type_filled,type_result_combo,type_group,delta_x,delta_y,event_distance,start_quadrant,end_quadrant,start_x_norm,start_y_norm,end_x_norm,end_y_norm,event_idx,episode_event_count,episode_progress_ratio,delta_time_prev,delta_time_next,prev_type_name,prev_result_filled,attack_progress_momentum,dynamic_pressure_index,pitch_control_margin,forward_control_ratio,pass_availability_score,player_vx,player_vy,player_ax,player_ay,off_ball_energy
126286,1,29,1942.262,4646,61616,1032,Pass,Unsuccessful,54.713295,9.080312000000006,79.49644500000001,27.786704,True,126286_29,Unsuccessful,Pass,Pass__Unsuccessful,Pass,24.783150000000006,18.706391999999994,31.050501213026564,Q10,Q20,0.5210790000000001,0.08647916190476196,0.757109,0.2646352761904762,0,1,0.0,0.0,0.0,START,START,28.50670365052426,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126286,1,34,2607.053,4646,161122,1364,Pass,Successful,39.93171,50.084108,51.882075,65.343376,True,126286_34,Successful,Pass,Pass__Successful,Pass,11.950364999999998,15.259268000000006,19.381859650948076,Q11,Q11,0.38030200000000003,0.47699150476190477,0.494115,0.6223178666666668,0,1,0.0,0.0,0.0,START,START,2.5374826164306468,0.0,3.4723067770754684e-12,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126286,2,58,1204.2010000000002,4220,500549,2098,Carry,,97.718355,7.952396,91.574595,12.299840000000003,False,126286_58,NoResult,Carry,Carry__NoResult,Carry,-6.14376,4.347444000000003,7.526357437083096,Q20,Q20,0.930651,0.07573710476190476,0.872139,0.11714133333333336,0,1,0.0,0.0,0.0,START,START,0.4646930104182614,2.2238779852589592e-45,-6.86716905486206e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126286,2,64,1763.4000000000003,4646,356607,2448,Pass,Unsuccessful,93.62997,7.002300000000005,94.02015,13.592723999999995,True,126286_64,Unsuccessful,Pass,Pass__Unsuccessful,Pass,0.39018000000000086,6.59042399999999,6.601964020818038,Q20,Q20,0.891714,0.06668857142857149,0.8954300000000001,0.12945451428571425,0,1,0.0,0.0,0.0,START,START,5.988579300557579,0.37577897955953626,-0.7829483627930813,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126287,1,1,18.2505,4643,500121,15,Intervention,,37.475865,56.83168,37.475865,56.83168,True,126287_1,NoResult,Intervention,Intervention__NoResult,Other,0.0,0.0,0.0,Q11,Q11,0.356913,0.5412540952380952,0.356913,0.5412540952380952,0,2,0.0,0.0,14.049499999999998,START,START,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126287,1,1,32.3,4643,500121,29,Duel,Successful,92.31201,38.477596,93.993165,38.491876,True,126287_1,Successful,Duel,Duel__Successful,Duel,1.681155000000004,0.014279999999999404,1.681215647210379,Q21,Q21,0.879162,0.3664532952380952,0.895173,0.3665892952380952,1,2,0.5,14.049499999999998,0.0,Intervention,START,1.5511328695845281,0.0,6.7637391807075556e-21,0.0,1.0,3.9030673689455146,-1.3063869888608137,0.27780827566429517,-0.09298458940608662,0.017639213955241016
126287,2,50,299.1679999999999,4641,500602,1541,Carry,,38.27481,14.990123999999994,29.217825000000005,9.970296000000005,False,126287_50,NoResult,Carry,Carry__NoResult,Carry,-9.056984999999997,-5.01982799999999,10.355078485449004,Q10,Q00,0.364522,0.14276308571428567,0.27826500000000004,0.09495520000000005,0,1,0.0,0.0,0.0,START,START,-10.150637475904686,5.5494998021455025e-43,-2.7293765762749094e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126287,1,6,532.334,4641,250957,253,Carry,,6.162817500000003,40.456464,10.317132,31.216080000000005,False,126287_6,NoResult,Carry,Carry__NoResult,Carry,4.154314499999998,-9.240383999999992,10.13128942594999,Q01,Q00,0.05869350000000002,0.38529965714285713,0.09825840000000001,0.29729600000000006,0,1,0.0,0.0,0.0,START,START,3.8809462302656663,7.466568374161294e-31,-2.9321638372508116e-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126287,2,72,1833.067,4641,61968,2232,Interception,,61.29039,58.11178,61.29039,58.11178,False,126287_72,NoResult,Interception,Interception__NoResult,Defensive,0.0,0.0,0.0,Q11,Q11,0.5837180000000001,0.5534455238095238,0.5837180000000001,0.5534455238095238,0,1,0.0,0.0,0.0,START,START,0.0,1.8923958874961956e-14,-0.00037090413830584136,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126288,1,23,1163.967,2353,356609,483,Pass,Successful,94.29357,47.906408,93.161565,41.585536,False,126288_23,Successful,Pass,Pass__Successful,Pass,-1.1320050000000066,-6.320872000000001,6.421437390523171,Q21,Q21,0.898034,0.45625150476190474,0.887253,0.3960527238095238,0,1,0.0,0.0,0.0,START,START,2.4570107706952333,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126288,1,24,1219.3,2353,356615,505,Pass,Successful,59.01798,63.9984448,51.75933,55.585852,False,126288_24,Successful,Pass,Pass__Successful,Pass,-7.258650000000003,-8.412592799999999,11.111242839624731,Q11,Q11,0.562076,0.6095089980952381,0.492946,0.5293890666666667,0,1,0.0,0.0,0.0,START,START,-3.5659169143925444,0.0,8.553957233566394e-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
126288,1,43,2759.667,4644,62086,1320,Duel,Successful,48.48396,49.72738,43.47903,62.7684472,True,126288_43,Successful,Duel,Duel__Successful,Duel,-5.004930000000002,13.0410672,13.968491615769251,Q11,Q11,0.46175200000000005,0.4735940952380952,0.414086,0.5977947352380952,0,1,0.0,0.0,0.0,START,START,-10.057851011121482,2.563309494110026e-08,-0.012653196761794777,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126288,2,54,681.2670000000003,2353,356619,1732,Pass,Successful,45.97299,20.895312,44.364495,45.219864,False,126288_54,Successful,Pass,Pass__Successful,Pass,-1.608495000000005,24.324552,24.37767597958692,Q10,Q11,0.437838,0.19900297142857143,0.422519,0.4306653714285714,0,1,0.0,0.0,0.0,START,START,-6.0074785296788225,6.180110131249921e-21,-8.866434803144431e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
126288,2,57,817.0,2353,356612,1798,Pass,Unsuccessful,55.489245,11.706063999999998,62.44224,13.762791999999996,False,126288_57,Unsuccessful,Pass,Pass__Unsuccessful,Pass,6.952995000000001,2.056727999999998,7.250811646706113,Q10,Q10,0.528469,0.1114863238095238,0.594688,0.1310742095238095,0,1,0.0,0.0,0.0,START,START,7.162456025620135,8.645731727685465e-37,0.08798623961722857,4.2351763064917667e-16,1.0,0.0,0.0,0.0,0.0,0.0
126288,2,63,1031.0,4644,62086,1898,Pass,Unsuccessful,40.583865,7.382964000000001,52.966935,3.088818399999994,True,126288_63,Unsuccessful,Pass,Pass__Unsuccessful,Pass,12.383069999999996,-4.294145600000007,13.106491103987342,Q10,Q10,0.38651300000000005,0.07031394285714287,0.504447,0.029417318095238038,0,1,0.0,0.0,0.0,START,START,8.452958928839326,9.37827246120121e-06,-0.08815587765831562,0.0,1.0,0.004570050217884648,0.024495415253487224,-2.6436845372096812e-06,-1.4170117931034273e-05,1.4414621400220701e-05
126288,2,93,2840.434,2353,356616,2680,Carry,,22.45404000000001,58.660472,25.78989,61.5416184,False,126288_93,NoResult,Carry,Carry__NoResult,Carry,3.33584999999999,2.8811463999999987,4.407822569107437,Q01,Q01,0.2138480000000001,0.5586711619047618,0.245618,0.5861106514285714,0,1,0.0,0.0,0.0,START,START,2.204601659997436,5.332047003387847e-19,-2.7016564786107473e-05,0.9998019598000888,1.0,-0.0,-0.0,0.0,0.0,0.0
126288,2,99,3029.3010000000004,4644,325355,2790,Carry,,9.0589275,7.898131999999997,5.4972015,6.294420000000002,True,126288_99,NoResult,Carry,Carry__NoResult,Carry,-3.5617259999999993,-1.6037119999999945,3.90612138546922,Q00,Q00,0.08627549999999999,0.07522030476190474,0.0523543,0.05994685714285716,0,1,0.0,0.0,0.0,START,START,-3.8613736993954455,1.114231809183199e-37,1.0082060414090008e-06,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126289,2,50,744.6330000000003,4220,354809,1782,Cross,Unsuccessful,88.21764,65.2947968,94.5252,41.432604,True,126289_50,Unsuccessful,Cross,Cross__Unsuccessful,Pass,6.307559999999995,-23.862192800000003,24.681765706245002,Q21,Q21,0.840168,0.6218552076190477,0.9002399999999999,0.39459622857142856,0,1,0.0,0.0,0.0,START,START,18.952903534891377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126289,2,60,1445.433,4220,354809,2198,Pass,Successful,69.59190000000001,58.055068,79.69878,65.6414472,True,126289_60,Successful,Pass,Pass__Successful,Pass,10.10687999999999,7.586379200000003,12.637332499407954,Q11,Q21,0.6627800000000001,0.5529054095238095,0.759036,0.62515664,0,1,0.0,0.0,0.0,START,START,0.3868446050405936,0.0,0.003901961576495989,1.0,1.0,-0.026577825342465753,-0.010330663242009139,-3.792497908456873e-05,-1.4741243210629484e-05,4.068916673956233e-05
126289,2,65,1712.9539999999995,4220,287282,2320,Pass,Successful,60.476220000000005,4.826979999999999,83.47416,10.488115999999998,True,126289_65,Successful,Pass,Pass__Successful,Pass,22.997939999999993,5.661135999999999,23.684461257417183,Q10,Q20,0.575964,0.045971238095238086,0.794992,0.09988681904761904,0,1,0.0,0.0,0.0,START,START,19.70528898516153,0.0,2.565153053760433e-18,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126289,1,7,259.467,4220,287282,134,Pass,Successful,46.778655,6.606880000000004,53.75916,1.7706519999999983,True,126289_7,Successful,Pass,Pass__Successful,Pass,6.980505000000001,-4.8362280000000055,8.492146449691566,Q10,Q10,0.445511,0.06292266666666671,0.511992,0.016863352380952365,0,1,0.0,0.0,0.0,START,START,3.333973576780305,0.0,0.07065972023450881,1.0,1.0,0.009423933616193338,-0.0012245723559963077,-6.48367244852781e-06,8.425065762516679e-07,6.538182144206899e-06
126290,1,19,961.533,4639,345444,621,Pass,Successful,78.98698499999999,7.595191999999997,71.4882,15.200652000000003,True,126290_19,Successful,Pass,Pass__Successful,Pass,-7.498784999999984,7.605460000000006,10.680580428414219,Q20,Q20,0.752257,0.07233516190476189,0.6808400000000001,0.14476811428571432,0,1,0.0,0.0,0.0,START,START,-2.819023786359817,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126290,1,26,1550.267,4644,412005,1016,Tackle,Successful,63.67011,9.799003999999996,60.22527,6.0780439999999984,False,126290_26,Successful,Tackle,Tackle__Successful,Defensive,-3.4448399999999992,-3.720959999999998,5.070746093742023,Q10,Q10,0.606382,0.09332384761904759,0.573574,0.05788613333333332,0,1,0.0,0.0,0.0,START,START,-4.891990760062833,1.6686012810814141e-06,-0.035940833384463126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126290,1,33,1896.1,4639,250899,1212,Recovery,,58.48206,17.802195999999995,67.83756,9.152256,True,126290_33,NoResult,Recovery,Recovery__NoResult,Defensive,9.3555,-8.649939999999996,12.741540026762852,Q10,Q10,0.556972,0.16954472380952376,0.646072,0.08716434285714285,0,3,0.0,0.0,18.200000000000045,START,START,2.969340330109601,0.006385540342701574,-0.2819981638293394,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126290,1,33,1914.3,4639,491802,1237,Pass,Successful,77.279265,27.439496000000005,79.649325,32.409344000000004,True,126290_33,Successful,Pass,Pass__Successful,Pass,2.3700600000000094,4.969847999999999,5.506048814413475,Q20,Q20,0.735993,0.2613285333333334,0.758565,0.3086604190476191,1,3,0.3333333333333333,18.200000000000045,54.500999999999976,Recovery,START,2.676634704526481,1.0549172716629688e-12,0.00506778526061573,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126290,1,33,1968.801,4639,491801,1277,Carry,,62.869275,14.777692000000002,62.549655,11.67492,True,126290_33,NoResult,Carry,Carry__NoResult,Carry,-0.31962000000000046,-3.1027720000000016,3.119190764987613,Q10,Q10,0.598755,0.14073992380952383,0.595711,0.11118971428571428,2,3,0.6666666666666666,54.500999999999976,0.0,Pass,Successful,-1.7271180554774035,0.2434840263517597,-0.009083721608633022,1.0,1.0,0.0,0.0,0.0,0.0,0.0
126290,1,38,2328.6330000000003,4639,407605,1401,Pass,Successful,44.59581,24.093216,36.56667,18.770924,True,126290_38,Successful,Pass,Pass__Successful,Pass,-8.029139999999998,-5.322292000000001,9.632958074904302,Q10,Q10,0.424722,0.22945920000000003,0.348254,0.17877070476190476,0,1,0.0,0.0,0.0,START,START,-8.993551505805133,1.9583701458894045e-14,0.04216906989930583,1.0,1.0,7.6609639066396e-05,-0.02471672372441635,1.1548675320510192e-07,-3.7259726159608474e-05,3.72599051351339e-05
126290,2,58,911.3670000000002,4639,142258,2013,Pass,Unsuccessful,15.747165,23.770624,63.33054,26.929292000000004,True,126290_58,Unsuccessful,Pass,Pass__Unsuccessful,Pass,47.583375,3.1586680000000023,47.688098724156,Q00,Q10,0.149973,0.22638689523809524,0.603148,0.25646944761904766,0,1,0.0,0.0,0.0,START,START,47.44121005733019,7.565011330576082e-61,9.53640857000207e-06,6.178594542410459e-07,1.0,0.0,0.0,0.0,0.0,0.0
126290,2,72,2069.1670000000004,4644,412005,2543,Recovery,,55.03070999999999,58.522364,57.897735,62.4578844,False,126290_72,NoResult,Recovery,Recovery__NoResult,Defensive,2.8670250000000053,3.9355203999999944,4.869101885300938,Q11,Q11,0.524102,0.5573558476190477,0.551407,0.5948369942857142,0,1,0.0,0.0,0.0,START,START,0.4187920398696865,5.928979016190526e-32,-1.7226276465596703e-08,1.0,0.0,-0.016649450761225676,0.09389739834264786,-3.2086048874977196e-05,0.00018095470869656542,0.00018377736838867366
126291,1,15,878.633,2354,250036,519,Pass,Successful,43.759695,36.299556,59.57616,57.729824,False,126291_15,Successful,Pass,Pass__Successful,Pass,15.816465,21.430267999999998,26.634882234544403,Q11,Q11,0.416759,0.3457100571428572,0.567392,0.5498078476190477,0,1,0.0,0.0,0.0,START,START,4.095871040723832,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126291,1,23,1271.446,2353,356614,689,Throw-In,Successful,71.206905,68.0,50.84688,56.796864,True,126291_23,Successful,Throw-In,Throw-In__Successful,Restart,-20.360025000000007,-11.203136,23.23877953411326,Q21,Q11,0.678161,0.6476190476190476,0.48425599999999996,0.5409225142857143,0,1,0.0,0.0,0.0,START,START,-14.418336020208013,3.779652092797063e-43,-2.479493399368357e-11,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126291,2,66,1969.5330000000004,2354,500145,2444,Tackle,Successful,33.20268,40.01426,33.20268,40.01426,False,126291_66,Successful,Tackle,Tackle__Successful,Defensive,0.0,0.0,0.0,Q01,Q01,0.316216,0.38108819047619047,0.316216,0.38108819047619047,0,1,0.0,0.0,0.0,START,START,0.0,1.8009791886145421e-54,0.1755945455643076,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126291,1,7,415.367,2353,356618,240,Tackle,Unsuccessful,41.285895,20.726060000000004,41.285895,20.726060000000004,True,126291_7,Unsuccessful,Tackle,Tackle__Unsuccessful,Defensive,0.0,0.0,0.0,Q10,Q10,0.39319899999999997,0.19739104761904766,0.39319899999999997,0.19739104761904766,0,2,0.0,0.0,2.100999999999999,START,START,0.0,1.001458249612611e-06,-0.033934585537592536,1.0,1.0,0.0,0.0,0.0,0.0,0.0
126291,1,7,417.468,2354,500143,243,Carry,,57.748635,59.854144,67.5759,64.8297108,False,126291_7,NoResult,Carry,Carry__NoResult,Carry,9.827265000000004,4.975566800000003,11.01505344342402,Q11,Q11,0.549987,0.5700394666666666,0.64358,0.6174258171428572,1,2,0.5,2.100999999999999,0.0,Tackle,Unsuccessful,4.421374875662748,1.068890926049087e-06,-0.03212317787471894,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126291,2,77,2765.1800000000003,2353,356619,2904,Carry,,31.865400000000005,32.290956,38.828895,37.22558,True,126291_77,NoResult,Carry,Carry__NoResult,Carry,6.963494999999998,4.9346239999999995,8.534680816316504,Q00,Q11,0.30348,0.3075329142857143,0.36979900000000004,0.35452933333333336,0,1,0.0,0.0,0.0,START,START,6.714978315031216,0.033093458942569785,-0.49264162558193614,2.064178674952924e-16,1.0,-0.006769759582093878,0.005468387595835335,-3.2485807143071124e-06,2.624095917552861e-06,4.17602155668355e-06
126292,1,14,661.833,4641,346036,337,Pass,Successful,75.87804,29.68098,79.37517,35.693744,True,126292_14,Successful,Pass,Pass__Successful,Pass,3.4971299999999985,6.012764000000001,6.955806865964293,Q20,Q21,0.722648,0.28267600000000004,0.755954,0.33994041904761907,0,1,0.0,0.0,0.0,START,START,3.09295068094636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126292,1,30,1718.067,4657,250172,831,Pass,Unsuccessful,56.18298,62.3125004,91.176645,28.128608,False,126292_30,Unsuccessful,Pass,Pass__Unsuccessful,Pass,34.99366499999999,-34.1838924,48.91927114897565,Q11,Q20,0.535076,0.5934523847619048,0.8683489999999999,0.26789150476190476,0,1,0.0,0.0,0.0,START,START,18.84481880034665,8.907273904768923e-36,-1.727572180331066e-09,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
126293,1,20,998.967,4648,250101,450,Pass,Successful,27.66582,30.346564,49.27482,15.101440000000004,True,126293_20,Successful,Pass,Pass__Successful,Pass,21.608999999999998,-15.245123999999997,26.4454662801656,Q00,Q10,0.263484,0.28901489523809526,0.469284,0.14382323809523814,0,1,0.0,0.0,0.0,START,START,15.567880517710261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126293,1,22,1251.8,4648,500140,599,Throw-In,Successful,26.628735,68.0,15.681225,57.782116,True,126293_22,Successful,Throw-In,Throw-In__Successful,Restart,-10.94751,-10.217883999999998,14.97508359367506,Q01,Q01,0.25360699999999997,0.6476190476190476,0.149345,0.5503058666666667,0,1,0.0,0.0,0.0,START,START,-7.949905743095871,0.0,2.7646707787113894e-09,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0
126293,1,28,1576.933,4648,62386,740,Pass,Successful,29.23515,35.40012,30.0384,50.696924,True,126293_28,Successful,Pass,Pass__Successful,Pass,0.8032499999999985,15.296804000000002,15.317879199710255,Q01,Q01,0.27843,0.337144,0.28608,0.4828278476190476,0,1,0.0,0.0,0.0,START,START,-2.5416688067268343,0.0,0.677798400630279,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126293,2,76,1405.2679999999998,4643,500113,2183,Carry,,50.565795,36.625548,45.748185,33.997076,False,126293_76,NoResult,Carry,Carry__NoResult,Carry,-4.817610000000002,-2.628472000000002,5.488007941583542,Q11,Q10,0.48157900000000003,0.34881474285714287,0.435697,0.3237816761904762,0,1,0.0,0.0,0.0,START,START,-4.81773970580798,9.704451135130451e-12,-0.002161073706344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126293,2,78,1551.067,4643,343587,2271,Tackle,Unsuccessful,10.812585,63.7443492,10.812585,63.7443492,False,126293_78,Unsuccessful,Tackle,Tackle__Unsuccessful,Defensive,0.0,0.0,0.0,Q01,Q01,0.102977,0.60708904,0.102977,0.60708904,0,1,0.0,0.0,0.0,START,START,0.0,3.369275109466777e-07,-0.02409275637925175,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0
